"","track_name","valence","duration_ms","lyrics","album_name","album_release_year","album_img","pct_sad","word_count","lyrical_density","gloom_index"
"27","Everything Is Fair",0.892,178333,"everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city [ verse : q- tip] lookin at miss elaine, who runs the fast lane barely knows her name, struck by fame she just got a benz, she rides with her friends gotta keep her beeper in her purse to make ends rollin down the block, checkin out the spots she winks at the cops, always give her props she knows she's the woman, can't nobody touch her hangs out for the loot, makes her papes from the gutter tried to make my moves on miss elaine, she called me young boy told her not to dis me i just want to be your love toy you young boy, my love toy, i doubt that very highly just because you rhyme don't mean i'll let you try me business oriented, egos never dented always sweet scented, if it's business, she meant it distractions never hurt, always did the work always was alert, she never got jerked queen of the feats, thrive to compete love the funky beats while she drive down the street she was justified, couldn't get a job had to feed her family, so she had to play the mob pullin out the ooh wop, listenin to doo-wop( you don't have to say a word)(*gunshots*) that's all ya heard everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city everything is fair when you're livin' in the city [ verse : q- tip] she's not a big kahuna, wish i met her sooner instead, i met her later, my love is much greater put me on her roster, to rid her of imposters and to sell the buddah for the sexy drug ruler love is my motive, now i'm drug promotive plus i needed ducats to fill up my buckets supplied me with the squeezy to make my life easy now i'm missing action for this fatal attraction but don't you let me catch you with your joint up in these bitches and don't you even dare to plan a plot upon my riches cause if you play me out, i think i'll let ya be i'll be damned if i let a brotha try to gas me i played my cards well, try to live swell for the g, i would sell, cuz i was deep in hell but then i really wasn't, she had a fly cousin who would give me booty on the side of my cutie elaine, she kinda knew, that i would do the do but she didn't tear, i did my work with care that's all that really mattered, her money never splattered as long as she was paid, she was in the shade you can't really blame her for holdin on a flamer society taught her, but they didn't tame her a ten clip salute, hunny here's a troop she will never stop until she reach the top top, top...","The Low End Theory",1991,"https://i.scdn.co/image/e3ebf86c4ebec52217f9cd380531280561a566d9",0.0253,198,1.11028244912607,92.29
"28","Jazz (We've Got)",0.717,250240,"we got the jazz, we got the jazz we got the jazz, we got the jazz we got the jazz, we got the jazz we got the jazz, we got the jazz [ verse : q- tip] stern firm and young with a laid-back tongue the aim is to succeed and achieve at just like ringling brothers, i'll daze and astound captivate the mass, cause the prose was profound do it for the strong, we do it for the meek boom it in your boom it in your boom it in your jeep or your honda or your beemer or your legend or your benz the rave of the town to your foes and your friends so push it, along, trails, we blaze don't deserve the gong, don't deserve the praise the tranquility will make you unball your fist for we put hip hop on a brand new twist a brand new twist with a whole heap of mystic so low-key that you probably missed it and yet it's so loud that it stands in the crowd when the guy takes the beat, they bowed so raise up squire, adjust your attire we have no time to wallow in the mire if you're on a foreign path, then let me do the lead join in the essence of the cool-out breed then cool out to the music cause it makes you feel serene with the birds and the bees and all those groovy things like getting stomach aches when you gotta go to work or staring into space when you're feeling berserk i don't really mind if it's over your head cause the job of resurrectors is to wake up the dead so pay attention, it's not hard to decipher and after the horns, you can check out the phifer we got the jazz, we got the jazz we got the jazz, we got the jazz we got the jazz, we got the jazz we got the jazz, we got the jazz [ verse : phife dawg] competition dem try fe come side way but competition they must come straight way competition dem try fe come side way but competition they must come straight way how's about that, it seems like it's my turn again all through the years my mic has been my best friend i know some brothers wonder, can phife really kick it? some even wanna dis me, but why sweat it? i'm all into my music cos it's how i make papes try to make hits, like kid capri makes tapes me sweat another? i do my own thing strictly hardcore tracks, not a new jack swing i grew up as a christian so to jah i give thanks collect my banks, listen to shabba ranks i sing, and chat, i do all of that it's and i refuse to come wack i take off my hat to other crews that tend to rock but the low end theory's here, it's time to wreck shop i got tip and shah, so whom shall i fear stop look and listen, but please don't stare so jet to the store, and buy the l p on jive/ r c a, cassettes and c d's produced and arranged by the four-man crew and oh shit, skeff anselm, he gets props too make sure you have a system with some fat house speakers so the new shit can rock, from bronx to massapequa cause where i come from quality is job one and everybody up on linden know we get the job done so peace to that crew, and peace to this crew bring on the tour, we'll see you at a theatre nearest you [ verse : q- tip] hey yo but wait, back it up, hup, easy back it up please let the abstract embellish on the cut back and forth just like a cameo song if you dig this joint then please come dance along to the music cause it's done just for the rhyme now i gotta scat and get mine, underline the jazz, the what? the jazz can move that ass cause the tribe originates that feeling of pizazz it's the universal sound, bless the brothers on the ground and the ones six below, you didn't have to go some say that i'm eccentric cause i once had an orgy and sometimes for breakfast i eat grits and porgies if this is a stinker, then call me a skunk, i ask("" what's, wrong?"") now check it out [ outro: q- tip] all my peoples in queens ya don't stop now all my peoples in brooklyn ya don't stop and all my peoples uptown ya don't stop that includes the bronx and harlem ya don't stop now to that girl ramelle ya don't stop i said because ladies first ya don't stop and to the j b's, ya don't stop and de la soul, ya don't stop to my brand nubians ya don't stop and to my leaders of the new ya don't stop to my man large professor ya don't stop pete rock for the beat ya don't stop everybody in the place ya don't stop you keep it on, to the rhythm, ya don't stop and last but not least on the sure shot it's the zulu nation","The Low End Theory",1991,"https://i.scdn.co/image/e3ebf86c4ebec52217f9cd380531280561a566d9",0.035,314,1.25479539641944,65.5
"29","Skypager",0.839,132227,"[ intro: q- tip] do you know the importance of a skypager? uh, uh, uh, uh [ verse : q- tip] those who don't believe, see you're laid behind got our skypagers on all the time hurry up and get yours cause i got mine especially if you do shows, they come in fine if you're with a g and you're sippin wine eatin cacciatore with a twist of lime gotta meet your lover at a quarter to joint by base, then you get your high [ verse : phife dawg] if you get your high, then mines is next the ' s' in skypage really stands for sex beeper's goin off like don trump gets checks keep my bases loaded like the new york mets at times i miss the pager so you don't get vex havin bad days like a voodoo hex conceptually, a pager is so complex that i be standin by the phone ready to flex welcome, wel-wel-welcome to the new skypager wel-welcome to the new skypager welcome to the new skypager, new skypaper enter telephone number or other numeric message [ bridge: q- tip] uh, so funky uh, so funky uh, so funky uh, so funky [ verse : phife dawg] the batteries i use are called duracell they last for three weeks so they do me well don't be goin through no phases my joint stays on -, from dusk til dawn if you're in costa rica on a sunlit beach you greed for the phifer, i can be reached a number of importance, i just put it on lock you leave code '"", that means you want some (cock) [ verse : q- tip] people tend to think that a pager's foul well it kinda is cause it makes me scoul but it really hurts when you're on the prowl brothas know it hurts when you're on the prowl grabbin on my joint cause i'm an eager owl get paged by a g or a business pal my shit is overflowin, they won't allow another page, so i'll just end this now ( message sent, thank you for calling skypager)","The Low End Theory",1991,"https://i.scdn.co/image/e3ebf86c4ebec52217f9cd380531280561a566d9",0.0148,135,1.02097151111346,88.35
"30","What?",0.343,148707,"[ verse: q- tip] babies babble on, they lookin for excuses game for the buzzer who kicked it to the mooses lame as a brain, could be, golly gee if you see a shrink he'll charge you a fee if you see me ya see the fee is nothing fee will be for patience, all backs no fronting what is a party if it doesn't really rock? what is a poet? all balls, no cock what is a war if it doesn't have a general? what's channel if it doesn't have arsenio? what is life if you don't have fun? what is a ""what?"" if you ain't got a gun? what's ali without shaheed muhammad? nothing, kapelka makes you vomit what is a quest if the players ain't willing? what is a pence if you don't have a shilling? excuse me if i'm chillin, hey what, say what what's a fat man without food in his gut? what's a child birth, without the umbilical? what's united parcels, without the deliverer? what's momma-san, without poppa-san? what's martial arts without daniel- san? what's rasheed without tonya, tamika? what's oran juice and doug e. doug without shaniqua? nada, nada, nada, not a damn thing what's duke ellington without that swing? what's alex haley if it doesn't have roots? what's a weekend if you ain't knockin boots? what's a black nation, without black unity? what is a child who doesn't know puberty? what is my label when i exit womb status? what's menage-a-tois, or, that is what is sex when you have three people? what are laws if they ain't fair and equal? what's clark kent without a telephone booth? what is a liquor if it ain't proof? what are the youth if they ain't rebellin? what's ralph kramden, if he ain't yellin at ed norton, what is coke snortin? what is position if there is no contortin? what is hip-hop if it doesn't have violence? chill for a minute, doug e. fresh said silence (*four second pause*) what is a glock if you don't have a clip? what's a lollipop without the good ship? what's s& m if you don't have chains? what's a con artist if he doesn't have brains? what's america without greed and glamour? what's an m c if he doesn't have stamina? what's music factory without mr. walt? what's trugoy without a phrase called talk? what's chris lighty if he wasn't such a baby? what is a woman if she didn't say maybe? baby laid down, i removed the frown what would be my penal cord if it wasn't brown? what is a paper without a president? what is a compound without a element? what is a jam if you don't spike the punch? what's a brewski if you don't bite brunch? oooh ooh, it's like that you keep goin freak freak y'all cause you know that we showin what tigga, what tigga, what tigga, what tigga what tigga, what tigga, what tigga, w h a t!","The Low End Theory",1991,"https://i.scdn.co/image/e3ebf86c4ebec52217f9cd380531280561a566d9",0.0552,181,1.21715857357085,9.74
"31","Scenario - LP Mix",0.621,250133,NA,"The Low End Theory",1991,"https://i.scdn.co/image/e3ebf86c4ebec52217f9cd380531280561a566d9",0,0,0,63.22
"32","Midnight Marauders Tour Guide",0.764,45333,"hello, this is your midnight marauder program i am on the front of your cover i will be enhancing your cassettes and c ds with certain facts that you may find beneficial the average bounce meter for your midnight marauder program will be in the area of b p m we hope that you will find our presentation precise, bass heavy, and just right thanks","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0,20,0.441179714556725,82.32
"33","Steve Biko (Stir It Up)",0.344,191533,"[ verse : phife dawg] linden boulevard represent, represent tribe called quest represent, represent when the mic is in my hand, i'm never hesitant my favorite jam back in the day was eric b. for president rude boy composer, step to me you're over brothers wanna flex, you're not mad cobra m c shorty black, there ain't no other trini-born lad like nia long's grandmother tip and sha they all that, phife dawg ditto honey tell your man to chill, or else you'll be a widow did not you know that my styles are top-dollar? the five- foot assassin knocking fleas off his collar hip hop scholar since being knee high to a duck the height of muggsy bogues, complexion of a hockey puck you better ask somebody on how we flip the script come to a tribe show and watch the three kids rip [ verse : q- tip] queens is in the house represent, represent a tribe called quest represent, represent no taming of the style cause it gets irreverent a tribe called quest represent, represent huh-huh, here we go, you know that i'm the rebel throwing out the wicked like god did the devil funky like your grandpa's drawers, don't test me we in like that, you're dead like presley when we coming through get tickets to see me we work for the paper so there'll never be a freebie lyrics are abundant cause we got it by the mass egos are all idle cause the music is the task valenzuela on the pitch, curveball, catch it i think i got it locked, just smooth while i latch it right, now i must move with the quickness here comes shaheed so we must bear the witness (x) stir it up! stir it up! stir it up! steve biko [ verse : phife dawg (& q- tip)] new york city represent, represent a tribe called quest represent, represent the dawg is scientific with the styles i invent a tribe called quest represent, represent m cs like to meddle, but here's my proposition i let my lyrics flow, and juxt your whole position i'm radical with this like the man this song is after yo tip settle down, what's the reason for the laughter?( i really can't say, i guess i laugh to keep from crying so much going on, people killing, people dying but i won't dwell on that, i think i'll elevate my mental thanks for these bars on the biko instrumental) yo i'll take it back, i'm the indian giver m cs take notes as i stand and deliver percussion isn't less, ds wear the vest why they dodging bullets, you should be dodging quest don't get me wrong, violence is not our forte i just like to rhyme, kick the lyric skills like pelé tip educate 'em, my rhymes are strictly taboo fill 'em with some fantasies and i'll look out like tattoo[ verse : q- tip] ok, i am recognizing that the voice inside my head is urging me to be myself but never follow someone else because opinions are like voices, we all have a different kind so just clean out all of your ears, these are my views and you will find that we revolutionize over the kick and the snare the ghetto vocalist is on a state-wide tear soon to be the continent and then the freaking globe there's room for it all as we mingle at the mall we welcome competition cause it doesn't make one lazy or worn we gotta work hard, you know the damn card try to be the phattest is the level that we strive try to be the phattest also to stay alive","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0478,251,1.31047913414399,11.47
"34","Award Tour",0.545,226440,"[ produced by a tribe called quest][ hook: dove] we on award tour with muhammad my man going each and every place with the mic in their hand new york, n j, n c, v a we on award tour with muhammad my man going each and every place with the mic in their hand oaktown, l a, san fran, st. john [ verse : q- tip] people give your ears so i be sublime it's enjoyable to know you and your concubines niggas, take off your coats, ladies act like gems sit down, indian style, as we recite these hymns see, lyrically i'm mario andretti on the m o m o ludicrously speedy, or infectious with the slow-mo heard me in the eighties, j. b.'s on "" the promo"" in my never-ending quest to get the paper on the caper but now, let me take it to the queens side i'm taking it to brooklyn side all the residential questers who invade the air hold up a second son, cause we almost there you can be a black man and lose all your soul you can be white and groove but don't crap the roll see my shit is universal if you got knowledge of dolo or delf or self, see there's no one else who can drop it on the angle, acute at that so, do that, do that, do do that that that (come on) do that, do that, do do that that that ( o k) do that, do that, do do that that that i'm bugging out but let me get back cause i'm wetting niggas so run and tell the others cause we are the brothers i learned how to build mics in my workshop class so give me this award, and let's not make it the last[ hook: dove] we on award tour with muhammad my man going each and every place with the mic in their hand chinatown, spokane, london, tokyo we on award tour with muhammad my man going each and every place with the mic in their hand houston, delaware, d c, dallas [ verse : phife dawg] back in ' i simply slid in the place buddy, buddy, buddy all up in your face a lot of kids was busting rhymes but they had no taste some said quest was wack, but now is that the case? i have a quest to have a mic in my hand without that, it's like kryptonite and superman so shaheed come in with the sugar cuts phife dawg's my name, but on stage, call me dynomutt when was the last time you heard the phife sloppy lyrics anonymous, you'll never hear me copy top notch baby, never coming less sky's the limit, you gots to believe up in quest sit back, relax, get up out the path if not that, here's a dancefloor, come move that ass non-believers, you can check the stats i roll with shaheed and the brother abstract niggas know the time when quest is in the jam i never let a statue tell me how nice i am coming with more hits than the braves and the yankees living mad phat like an oversized mampi the wackest crews try to diss, it makes me laugh when my track record's longer than a d c- aircraft so, next time that you think you want somethin here make something def or take that garbage to st. elsewhere[ hook: dove] we on award tour with muhammad my man going each and every place with the mic in their hand s c, maryland, new orleans, motown we on award tour with muhammad my man going each and every place with the mic in their hand chinatown, spokane, london, tokyo we on award tour with muhammad my man going each and every place with the mic in their hand houston, delaware, d c, dallas we on award tour with muhammad my man going each and every place with the mic in their hand new york, n j, n c, v a seven times out of ten we listen to our music at night, thus spawned the title of this program the word maraud means to loot in this case, we maraud for ears","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0251,239,1.05546723193782,46.18
"35","8 Million Stories",0.891,260893,"[ verse : phife dawg] went to carvel to get a milk shake this honey ripped me off for all my loot cakes the car oh yeah there's money in my jacket somebody broke into my ride and cold macked it yo tip i tell you man the devil's tryin it but i'm goin to stay strong cause i ain't buyin it tonight i'm taking sherry out, i don't have jack to wear you know i gots to look dipped in the fresh new gear cool i found something so i ironed it i then got caught up on the phone, oh shit, i'm frying it will someone tell me what did i do to deserve this? i think i'll, pull out my suit for sunday service my little brother wants barney, cool, i'm gettin it took him down to kay- bee, they ain't sellin it here we go with the crying, yo he's throwing fits my blood pressure's blowing up, i can't take the shit finally got what he wanted, now he's good to go again the ride was smashed, where's my radio? one time, the car was in the shop i had to borrow see... they had no mercy on the car, lyor will kill me where the hell can nicki be? i'm gonna smack her up i got the tickets for the knicks and she cold stood me up i need to hit a honey off, jarobi pass the phone pulled out my book of hoes, oh yo, sheila's home steady smiling like a mother yo i'm read' to bone went down on hon, she's in the red zone stressed out more than anyone could ever be forever tryin to clear the samples for my new l p everybody knows i go to georgia often got on the flight and i ended up in boston with all these trials and tribulations, yo, i've been affected and to top it off, starks got ejected [ hook: phife dawg] problems, problems, problems, woe is me i'm having problems, problems, problems.. [ verse : phife dawg] just last week my girl was stressin me now her best friend be undressing me well i was loving her by the moon ray now i'm tricking on her like kinte' (c'mon) bought a bag of izm from the smoke shop walking towards the car, here come the damn cops now i'm station bound for the thai sticks i bought it for my man, i don't believe this shit coach sat me down from the ball team cause i was breaking niggas on the inseams some niggas cross town was trying to stick me all i had was shorts, a dollar fifty picked up this girl in the hooptie just because i rhyme she tried to soup me pay for this, pay for that, loot for nails and hair who the hell you think i am, mr. belvedere? go and get a bloody job, then can we look cute even if you give me boots, you'll never see my loot she wasn't even all of that, just another hooker so i turned that ass away, quick like chuckii booker sometimes you got put the hoes in their friggin' place just move from in front me with your batty face! [ hook: phife dawg] problems, problems, problems, lord knows i'm havin problems, problems, problems, jesus christ i'm havin problems, problems, problems, pray for me i'm havin problems, problems, problems.. yeah yeah.. just lay down your burdens by the riverside hah, and you'll be alright, knowhat i'msayin? love and peace from phife for ', knahmsayin? tribe called quest, shaheed and tip this is how we flip my man muhammad in the house, huh [come on, come on] zulu nation in the house, huh [come on, come on] subroc is in the house, huh [come on, come on] my man skeff is in the house, huh [come on, come on] jarobi white is in the house, huh [come on, come on] bob power in the house, huh [come on, come on] my man eric in the house, huh [come on, come on] my man litro in the house, huh [come on, come on] [ hook: q- tip] help me out y'all, help me out now help me out y'all, help me out now help me out god, i really need ya help me out now, i really need ya help me out y'all, help me out now i'm having problems, help me out now really need ya, to help me out now help me out y'all, help me out now help me out y'all, help me out now help me out y'all, help me out now help me out god, i really need ya havin problems, help me out now..[ help me, help me, help me, help me, help me, help me help me, help me, help me, help me, help me, help me..... ..... m u h a m m a d!!]","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0346,260,0.996577140820183,90.06
"36","Sucka Nigga",0.929,245080,""" hey sucker nigga, whoever you are"" "" hey sucker nigga, whoever you are"" "" hey sucker nigga, hey sucker nigga"" "" whoever you are, whoever you are"" [ verse : q- tip] i be hating sucker m cs, and the sucker niggas posing like they hard when we know they damn card what you figure, rhyme-wise i do the figure eight so concisely musically we are the herb so sit back and light me inhale... my style is kinda fat reminiscent of a whale young girls desires older female dreams i be the abstract poetic representing from queens socially i'm not inane, black and white got game if you came to the jam, well i'm glad you came see, nigga first was used back in the deep south falling out between the dome of the white man's mouth it means that we will never grow, you know the word dummy upper niggas in the community think it's crummy but i don't, neither does the youth cause we em- brace adversity it goes right with the race and being that we use it as a term of endearment niggas start to bug, to the dome is where the fear went now the little shorties say it all of the time and a whole bunch of niggas throw the word in they rhyme yo i start to flinch, as i try not to say it but my lips is like the oowop as i start to spray it my lips is like a oowop as i start to spray it my lips is like a oowop as i start to spray the [ hook: q- tip] sucka nigga, nigga nigga i throw the sucka in the front for the ones that front it's the neo-nigga of the nineties c'mon aiyyo shaheed, take us the fuck outta here you're not any less of a man, if you don't pull the trigger you're not necessarily a man, if you do","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0407,123,0.501876938142647,96.2
"37","Midnight",0.607,265027,"[ hook: q- tip] the night is on my mind the sun'll still shine but the night is on my mind so parlay while i drop this rhyme [ verse : q- tip] see, jake be gettin illy when the sun get dark he be coming out for heads but shit don't let me start there's activities a-plenty in the nighttime for the ghetto child it seem to be the right time see, kids be getting stuck with jewels and fly gimmicks shorty see the action and then start to mimic running to the corner, the dice game is blazing looking at the loot, it seems so amazing puts the short down, to be exact one pound he shakes the stones in his hand, then he lets it down scared money don't make none he threw a trip on the ace now he's out son hits the local bodega to wolf down a hero son is on a midnight run like de niro spots a shorty rock standing on his block the fiends be hounding him to pump, so he adds to his knot conversation that he kicked to the shorty was a sly one increased intensity, cause damn she was a fly one took her to the crib there she ran her jibs about mind upliftment and being positive he yawned and he sighed til : then he finally realized that honey wasn't live at least he didn't plan on building for the evening threw the fila on the dome and said ' come on yo, we leaving' came out on the scene as he told her to beep him saw his man stan with the blunt in his hand ( ah sh...) you know the transaction brothers gettin lost in the weed satisfaction coming down the block man loud as (fuck) you would swear redman was inside the truck as the night seemed darker, cops is on a hunt they interrupt your cipher, and crush your blunt see you left your work at home so they pat you down for nothing why in the hell does - keep fronting you push to the park even though it's still dark the kid is nice on the hoop, he said ' i'll spot you troop' the night is on my mind the sun’ll still shine but now the night is on the mind the night is on the mind the night is on yo mind ayo, the sun’ll still shine but now the night is on the mind as for me i'm a nocturnal animal, god concentrates on a young black man who makes the niggas speakers shake the nighttime is busy, it's word to aunt kizzy it's the time we get down, yo son, you know the sound the flavas on the top with the rugged beat to back it the night makes the aura and the jake can't hack it the way the moon dangles in the midnight sky and the stars dance around, a-yo i think it's fly intensity, most rappers don't see it spirit wise, musically, you gotta be it serenity and silence of the sounds and emotions in the concrete jungle when the sun don't bungle i think it's hard to find the words on how i feel i paid about a deuce twenty for the ampex steel but let me slow down, i think i ran my jibs enough peace out to the nation, stay rugged and rough the night is on my mind the sun’ll still shine the night is on my mind the night is on my mind the night is on my mind yeah, the sun’ll still shine but now the night is on my mind uh-huh, the night is on my mind the night is on yo mind you know the sun’ll still shine but now the night is on the mind yeah, the night is on the mind the night is on the mind ayo, the sun’ll still shine but now the night is on the mind yeah, the night is on the mind the night is on the mind ayo, the sun’ll still shine did you know that the rate of a i d s in the black and hispanic community is rising at an alarming rate? education is proper means for slowing it down","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0246,284,1.07158893244839,54.55
"38","We Can Get Down",0.677,259120,"we can get down, we can we can get down ( repeat x) it's like that man, it's like that (yes!) ( repeat x) check it! [ verse : phife dawg] i'm not your average m c with the joe schmoe flow if you don't know me by now, you'll never know stepping on my critics, beating on my foes the plan is to stay focused, only then i can grow straight from the heart, i represent hip hop i be three albums deep, but i don't wanna go pop too many candy rappers seem to be at the top too much candy is no good, so now i'm closing the shop crushing competition like italians on grapes my rhymes styles be blending like a ron g tape my man where ya going, you can't escape when the tribe is in the house that means nobody is safe how can a reverend preach, when a rev can't define the music of our youth from we rap by what we see, meaning reality from people busting caps and like mandela being free not every m c be with the negativity we have a slew of rappers pushing positivity hip hop will never die yo, it's all about the rap so mayor barry smoking crack, let's preach about that the trash you talk won't matter, that old bogus chatter the more that you condemn us, it only makes us phatter when i talk, i know i'm talking for hip hoppers all around you know you love the sound, we gets down [ verse : q- tip] i'm the cherry on the top of yo ice cream i'm the mystic thought inside your dream listen to the way we pulsate the jam i'm the nigga here with the mic in hand styles that we present are just a few to do away with you and your hum drum crew this is ' and the shit is real black people unite and put down your steel ladies make a forum on your sexual drive devote it to your lover and make it thrive the rhythm's in f, i'm a hip hop body release my energy with the force of a shotty standing on the wall with my polo on talking to the girl with the liz claiborne keep the poetry in my black knapsack got my timbo hooves and my doublemint pack hit the city streets to enhance my soul i can kick a rhyme over ill drum rolls with a kick, snare, kicks and high hat skilled in the trade of that old boom bap i can do a trick with the opposite breed i used to down s and smoke grade weed now, i'm doing shows with half loot down now it's time for me to take ya uptown it's like that man, it's like that (yes!) ( x) it's like this, shaheed! shaheed:(scratching)(until end) rakim: "" why waste time on the microphone"" a tribe called quest consists of four members: phife dawg, ali shaheed muhammad, q- tip, and jarobi a e i o u and sometimes y","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0363,193,0.744828650818154,62.24
"39","Electric Relaxation",0.649,243800,"relax yourself girl, please set-tle down relax yourself girl, please set-tle down relax yourself girl, please set-tle down relax yourself girl, please set-tle down [ verse : q- tip & phife dawg] [ q- tip] honey, check it out, you got me mesmerized with your black hair and your fat-ass thighs street poetry is my everyday but yo, i gotta stop when you trot my way if i was working at the club you would not pay aiyyo, my man phife diggy, he got something to say [ phife dawg] i like 'em brown, yellow, puerto rican or haitian name is phife dawg from the zulu nation told you in the jam that we can get down now let's knock the boots like the group h- town you got b b d all on your bedroom wall but i'm above the rim and this is how i ball a gritty little something on the new york street this is how i represent over this here beat talking 'bout you [ q- tip] yo, i took you out but sex was on my mind for the whole damn route my mind was in a frenzy and a horny state but i couldn't drop dimes cause you couldn't relate relax yourself girl, please set-tle down relax yourself girl, please set-tle down relax yourself girl, please set-tle down relax yourself girl, please set-tle down [ verse : q- tip & phife dawg] [ q- tip] stretch out your legs, let me make you bawl drive you insane, drive you up the wall staring at your dome-piece, very strong stronger than pride, stronger than teflon take you on the ave and you buy me links now i wanna pound the poontang until it stinks you can be my mama and i'll be your boy [ phife dawg] original rude boy, never am i coy you can be a shorty in my ill convoy not to come across as a thug or a hood but hon, you got the goods, like madelyne woods by the way, my name's malik the five- foot freak let's say we get together by the end of the week she simply said, "" no"", labelled me a ho i said, "" how you figure?"" "" my friends told me so"" i hate when silly groupies wanna run they yap word to god, hon, i don't get down like that [ q- tip] i'll have you weak in the knees that you could hardly speak or we could do like uncle l and swing an ep in my jeep keep it on the down, yo, we keep it discreet see, i'm not the type of kid to have my biz in the streets [ phife dawg] if my mom don't approve, then i'll just elope let me save the little man from inside the boat let me hit it from the back, girl i won't catch a hernia bust off on your couch, now you got seaman's furniture [ q- tip] shaheed, phife and the extra p stacy beadle, p j and my man l. g they know the abstract is really soul on ice the character is of men, never ever of mice shorty let me tell you about my only vice it has to do with lots of loving and it ain't nothing nice relax yourself girl, please set-tle down relax yourself girl, please set-tle down relax yourself girl, please set-tle down relax yourself girl, please set-tle down keep bouncing","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0224,223,0.914684167350287,61.23
"40","Clap Your Hands",0.766,196493,"(*scratching* - "" clap your hands now"") [ verse : phife dawg] brothers know the flavs when the quest gets loose slamming sucker fuckers like the wrestler zeus crazier than pac in the flick called juice cock is longer than the hat worn by dr. seuss love a girl in daisy dukes like them kids called duice gets paid to sex the hoochie like my main man luke control the mic like denzel on the girls wack m cs be on the nuts like rocket j. squirrel the worst thing in the world is a sucker m c favorite rap group in the world is e p m d can't forget the de la, due to originality and if i ever went solo my favorite m c would be me phife dawg up in the house, i give a shout out to snoopy peace to all the questers, to hell with the groupies like um, ralph malph to potsie, brooklyn to dodger laverne to shirley, rerun to roger ren to the stimpy, laurel to hardy q- tip and phife, they mash up the party kick the rhymes and more rhymes kick the beats and more beats we'll have you scratching in your head like shaheed on technics for those who wanna oppose then take a stand but for now, just shut your shit and clap your hands [ verse : q- tip] you just wanna dance man, then clap your hands if you venture up the wrong road, then the circumstance will be crucial, i got hundreds of rhymes that'll suit you so listen the abstract intuition is very very worthy i can feel ya out from russia to jersey can't understand the underground, it gets deep the lo, the nikes, the links, the jeeps the women, the lingo, and all the other goods peace to the hoods, keep my shit on play please don't do the mute when you hear me on the juke brothers know the angle, it's the star- spangled black banner hook up the beats at the funk manor if you want a roll, then the dough i be raking the scope is on the world cos it's mine for the taking you know i'm gonna do it my shit is rock solid, but it flows like fluid chemists get confused of my ill composition this is the third of the new tribe addition m cs be swinging, but a lot of them be missing so shut your bloodclot and listen cuz i'm bringin you the ill rendition i'd like to send this out to the l. e. s gotta a lot of rhythm and style and finesse come here love, hot sex on a plat and when you're done with that then clap - repeat until end keep bouncing","Midnight Marauders",1993,"https://i.scdn.co/image/8fb152d19c7a8b1377058c5ca516ad2a8aca6c0f",0.0357,196,0.997491004768618,73.07
